10	300
Jorge_Castaneda	1001	2
Jose_Serra	1001	9
Jose_Serra	1002	8
Jose_Serra	1003	5
Jose_Serra	1003	7
Jose_Serra	1006	9
Jose_Theodore	1001	2
Joseph_Blatter	1001	2
Joseph_Ralston	1001	2
Juan_Pablo_Montoya	1001	8
Juan_Pablo_Montoya	1002	4
Juan_Pablo_Montoya	1004	5
Julianna_Margulies	1001	2
Justin_Guarini	1001	2
Justin_Guarini	1002	3
Justine_Henin	1002	3
Kate_Winslet	1001	2
Kate_Winslet	1001	4
Kate_Winslet	1002	3
Kate_Winslet	1002	4
Kathy_Winters	1001	2
Kelvin_Sampson	1001	2
Kevin_Stallings	1001	2
Kim_Jong-Il	1002	3
Kristin_Davis	1001	2
Kristin_Davis	1002	3
Lance_Armstrong	1001	17
Lance_Armstrong	1005	10
Lance_Armstrong	1007	11
Lance_Armstrong	1010	18
Lance_Armstrong	1014	17
Laurent_Jalabert	1001	2
Lindsey_Graham	1001	2
Lisa_Gottsegen	1001	2
Lleyton_Hewitt	1001	13
Lleyton_Hewitt	1016	27
Lleyton_Hewitt	1018	37
Lleyton_Hewitt	1024	36
Luis_Ernesto_Derbez_Bautista	1003	6
Mario_Dumont	1001	2
Mark_Wahlberg	1001	3
Mark_Wahlberg	1002	3
Mark_Wahlberg	1002	4
Marlene_Weingartner	1001	2
Martha_Bowen	1001	2
Martin_Cauchon	1001	2
Martin_Hoellwarth	1001	2
Martin_Sheen	1001	2
Matthew_Broderick	1001	4
Matthew_Broderick	1002	3
Mike_Krzyzewski	1001	6
Mikhail_Gorbachev	1001	2
Monica_Bellucci	1001	4
Monica_Bellucci	1002	4
Naomi_Campbell	1001	2
Nestor_Kirchner	1003	30
Nestor_Kirchner	1012	21
Nestor_Kirchner	1017	25
Nicolas_Lapentti	1001	2
Noah_Wyle	1002	3
Nora_Bendijo	1001	2
Nursultan_Nazarbayev	1001	2
Pamela_Anderson	1001	2
Pamela_Anderson	1001	5
Patricia_Heaton	1001	2
Patty_Schnyder	1001	2
Patty_Schnyder	1002	3
Patty_Schnyder	1002	4
Patty_Schnyder	1003	4
Paul_Bremer	1006	17
Paul_Bremer	1007	10
Paul_Bremer	1009	15
Paul_Bremer	1014	16
Paul_Sarbanes	1001	3
Paul_Sarbanes	1002	3
Paul_William_Hurley	1001	2
Pervez_Musharraf	1001	6
Pervez_Musharraf	1002	16
Pervez_Musharraf	1003	10
Pervez_Musharraf	1004	14
Pervez_Musharraf	1005	7
Pervez_Musharraf	1005	15
Phil_Gramm	1001	2
Prince_Edward	1001	2
Ricardo_Lagos	1003	12
Ricardo_Lagos	1023	27
Ricardo_Monasterio	1001	2
Rich_Gannon	1001	2
Rick_Perry	1001	4
Rick_Perry	1001	5
Rick_Perry	1002	4
Rick_Perry	1003	4
Robert_Bonner	1002	3
Robert_Evans	1002	3
Robert_Fico	1001	2
Romano_Prodi	1003	5
Roy_Moore	1002	5
Roy_Moore	1003	6
Sachiko_Yamada	1001	2
Sachiko_Yamada	1001	4
Sachiko_Yamada	1002	3
Sachiko_Yamada	1002	4
Saeb_Erekat	1001	2
Sam_Bith	1001	2
Sam_Bith	1001	3
Sam_Bith	1002	3
Sean_Hayes	1001	2
Sergio_Garcia	1001	2
Silvia_Farina_Elia	1001	2
Steve_Ballmer	1001	2
Steve_Ballmer	1001	3
Stockard_Channing	1001	3
Stockard_Channing	1002	3
Terry_McAuliffe	1001	2
Terry_McAuliffe	1001	3
Thomas_Rupprath	1001	3
Thomas_Rupprath	1002	3
Tom_Ridge	1006	16
Tom_Ridge	1008	25
Tom_Ridge	1009	26
Tom_Ridge	1018	22
Tommy_Haas	1004	5
Tommy_Thompson	1001	2
Tommy_Thompson	1001	7
Tommy_Thompson	1002	8
Tommy_Thompson	1004	8
Tommy_Thompson	1006	9
Tomoko_Hagiwara	1001	2
Trent_Lott	1001	2
Trent_Lott	1002	3
Trent_Lott	1002	8
Trent_Lott	1006	11
Trent_Lott	1007	10
Trent_Lott	1008	16
Tsutomu_Takebe	1001	2
Tyler_Hamilton	1001	2
Tyra_Banks	1001	2
Vaclav_Havel	1002	4
Vaclav_Havel	1002	5
Vaclav_Havel	1002	6
Vaclav_Havel	1004	9
Vaclav_Havel	1005	7
Valerie_Harper	1001	2
Vince_Carter	1003	4
Vincent_Brooks	1002	3
Vincent_Brooks	1002	7
Vincent_Brooks	1004	5
Vincent_Brooks	1004	7
Vincent_Gallo	1001	2
Vitali_Klitschko	1001	2
Vitali_Klitschko	1003	4
William_Macy	1001	4
William_Macy	1002	4
William_Macy	1003	4
Woody_Allen	1002	4
Woody_Allen	1003	5
Yukiko_Okudo	1001	2
Zico	1001	2
Zico	1002	3
Abdel_Madi_Shabneh	1001	Dean_Barker	1
Abdel_Madi_Shabneh	1001	Giancarlo_Fisichella	1
Abdel_Madi_Shabneh	1001	Mikhail_Gorbachev	1
Abdul_Rahman	1001	Portia_de_Rossi	1
Abel_Pacheco	1001	Jong_Thae_Hwa	2
Abel_Pacheco	1002	Jean-Francois_Lemounier	1
Afton_Smith	1001	Dwayne_Wade	1
Ahmad_Jbarah	1001	James_Comey	1
Akhmed_Zakayev	1002	Donna_Morrissey	1
Alan_Dershowitz	1001	Bertrand_Bonello	1
Alanis_Morissette	1001	Martin_Cauchon	1
Alexander_Lukashenko	1001	Heather_Chinnock	1
Alfonso_Cuaron	1001	Jason_Priestley	1
Alfonso_Cuaron	1001	Patty_Schnyder	2
Alfonso_Soriano	1001	Bill_Nelson	2
Alfonso_Soriano	1001	Julio_De_Brun	1
Alfonso_Soriano	1001	Patty_Schnyder	3
Alonzo_Mourning	1001	Cecilia_Cheung	1
Amber_Tamblyn	1002	Benjamin_Netanyahu	1
Amporn_Falise	1001	Joe_Pantoliano	1
Anders_Fogh_Rasmussen	1002	Johnson_Panjaitan	2
Andre_Bucher	1001	Joseph_Ralston	1
Andre_Bucher	1001	Maria_Garcia	1
Andrew_Gilligan	1001	Henry_Castellanos	1
Andrew_Shutley	1001	Edmund_Stoiber	5
Andrew_Shutley	1001	Mitchell_Swartz	1
Andrew_Shutley	1001	Saeb_Erekat	2
Andy_Dick	1001	Simon_Yam	1
Andy_Griffith	1001	Osrat_Iosef	1
Andy_Wisecarver	1001	Dimitar_Berbatov	1
Angela_Lansbury	1001	Steven_Van_Zandt	1
Angela_Lansbury	1002	John_Coomber	1
Ann_Veneman	1006	Sergio_Garcia	2
Ann_Veneman	1008	Ted_Williams	1
Annie-Jeanne_Reynaud	1001	SJ_Twu	1
Anthony_Carter	1001	Eliza_Dushku	1
Antonio_Cassano	1001	Paul_Celluci	1
Anwar_Ibrahim	1001	David_Alpay	1
Armand_Sargen	1001	Daryl_Sabara	1
Armand_Sargen	1001	Kelvin_Sampson	3
Armand_Sargen	1001	Lisa_Gottsegen	2
Atom_Egoyan	1001	Bill_Stapleton	1
Atom_Egoyan	1001	Janis_Ruth_Coulter	1
Barbara_Brezigar	1002	Doris_Roberts	2
Barbara_Felt-Miller	1001	Leticia_Dolera	1
Bart_Freundlich	1001	Ernie_Grunfeld	1
Bart_Freundlich	1001	Kirsten_Gilham	1
Benjamin_Martinez	1001	Garry_McCoy	1
Benjamin_Netanyahu	1001	Maria_Callas	1
Benjamin_Netanyahu	1005	Frank_Beamer	1
Bernard_Law	1001	Liu_Xiaoqing	1
Bernard_Law	1003	Valerie_Harper	2
Bertrand_Bonello	1001	Jong_Thae_Hwa	2
Bill_Bradley	1001	Chen_Tsai-chin	1
Bill_Bradley	1001	Helen_Alvare	1
Bill_Elliott	1001	Mary_Anne_Souza	1
Bill_Frist	1005	Jimmy_Kimmel	2
Bill_Maher	1001	Brad_Russ	1
Bill_Maher	1001	Juliette_Binoche	1
Bill_Nelson	1001	Kim_Jong-Il	3
Bill_Nelson	1002	Gillian_Anderson	1
Bill_Stapleton	1001	Sedigh_Barmak	1
Bill_Stapleton	1001	Valerie_Harper	1
Billy_Bob_Thornton	1001	Herb_Dhaliwal	1
Billy_Bob_Thornton	1001	Nong_Duc_Manh	1
Bob_Alper	1001	Kevin_Millwood	1
Bob_Graham	1002	Dwayne_Wade	1
Bob_Petrino	1001	Geraldine_Chaplin	4
Bob_Petrino	1001	Jorge_Castaneda	1
Boris_Becker	1004	Julianna_Margulies	2
Brad_Russ	1001	Hana_Urushima	1
Brad_Russ	1001	Romeo_Gigli	1
Brawley_King	1001	Tom_Glavine	2
Brian_Griese	1002	Jeffrey_Archer	2
Brian_Griese	1002	Laura_Elena_Harring	1
Brian_Griese	1002	Nicolas_Lapentti	2
Bryan_Adams	1001	Michael_Kors	1
Bryan_Adams	1001	Mohamed_Seineldin	1
Calbert_Cheaney	1001	Ian_Smith	1
Calbert_Cheaney	1001	Robert_Downey_Jr	1
Carl_Reiner	1001	Hamid_Efendi	1
Carl_Reiner	1002	John_Engler	1
Carl_Reiner	1002	Prince_Rainier_III	1
Carl_Reiner	1002	Tom_Glavine	2
Carlo_Azeglio_Ciampi	1001	Francis_Ford_Coppola	1
Carlos_Arroyo	1001	Shane_Phillips	1
Carlos_Paternina	1001	Emily_Stevens	1
Carlos_Paternina	1001	Paul_Sarbanes	1
Casey_Mears	1001	Mike_Davis	1
Casey_Mears	1001	Yukiko_Okudo	1
Cathy_Freeman	1002	William_Martin	2
Cecilia_Cheung	1001	Daryl_Parks	1
Cecilia_Cheung	1001	Pascal_Affi_Nguessan	1
Chen_Tsai-chin	1001	Dereck_Whittenburg	1
Chen_Tsai-chin	1001	Mamdouh_Habib	1
Cho_Myung-kyun	1001	David_Bell	1
Cho_Myung-kyun	1001	Fernando_Sanz	1
Cho_Myung-kyun	1001	Georgia_Giddings	1
Cho_Myung-kyun	1001	Richard_Fine	1
Choi_Yun-yong	1001	Chuck_Eidson	1
Chris_Dodd	1001	Taylor_Twellman	1
Chris_Swecker	1001	Tom_Vilsack	1
Christian_Lacroix	1001	Laura_Elena_Harring	1
Christian_Lacroix	1001	Ornella_Muti	1
Chuck_Eidson	1001	Sigourney_Weaver	1
Clare_Short	1004	Don_Carcieri	1
Coco_dEste	1001	Darvis_Patton	1
Coco_dEste	1001	Melina_Kanakaredes	1
Coco_dEste	1001	Tom_Rouen	1
Coleen_Rowley	1001	Nong_Duc_Manh	1
Corinne_Coman	1002	Frank_Beamer	1
Dale_Earnhardt_Jr	1001	Nick_Reilly	1
Dario_Franchitti	1001	Henry_Castellanos	1
Darren_Campel	1001	Hilary_McKay	1
Darvis_Patton	1001	Gerard_Tronche	1
Darvis_Patton	1001	William_Macy	4
Daryl_Parks	1001	Guus_Hiddink	1
Daryl_Sabara	1001	Nick_Reilly	1
Daryl_Sabara	1001	Valentina_Tereshkova	1
Dave_Johnson	1001	Howard_Stern	1
Dave_Tucker	1001	Gary_Gitnick	1
David_Collenette	1001	Salman_Khan	1
David_Westerfield	1001	Stan_Kroenke	1
Dean_Jacek	1001	Larry_Wilmore	1
Demi_Moore	1002	Fred_Thompson	1
Demi_Moore	1002	Linus_Roache	1
Dereck_Whittenburg	1001	Lindsey_Graham	2
Dianne_Reeves	1001	Larry_Wilmore	1
Dianne_Reeves	1001	Romeo_Gigli	1
Don_Carcieri	1001	Janica_Kostelic	1
Dora_Bakoyianni	1001	Richard_Sambrook	2
Dora_Bakoyianni	1001	Saeb_Erekat	2
Doris_Roberts	1001	Nong_Duc_Manh	1
Doug_Wilson	1001	Szu_Yu_Chen	1
Douglas_Gansler	1001	Martin_Brooke	1
Douglas_Gansler	1001	Ronald_Kadish	1
Dwayne_Wade	1001	Mike_Farrar	1
Edward_Arsenault	1001	Jim_Hardin	1
Einars_Repse	1001	Minnie_Mendoza	1
Einars_Repse	1001	Tim_Blake_Nelson	1
Elinor_Caplan	1001	Hilary_McKay	1
Eliza_Dushku	1001	George_Lucas	1
Eliza_Dushku	1001	Itzhak_Perlman	1
Emily_Stevens	1001	Janez_Drnovsek	1
Emmanuelle_Beart	1002	Phil_Jackson	1
Eric_Daze	1001	Sterling_Hitchcock	1
Erika_Christensen	1002	Michael_Dell	1
Erika_Christensen	1002	Woody_Allen	2
Eriko_Tamura	1001	Georgia_Giddings	1
Ernie_Grunfeld	1001	Frank_Coraci	1
Eugene_Melnyk	1001	Mahima_Chaudhari	1
Fatma_Kusibeh	1001	Lee_Baca	1
Federico_Trillo	1001	Jonathan_Woodgate	1
Fernando_Alonso	1001	Sam_Brownback	1
Fernando_Sanz	1001	Miranda_Otto	1
Fernando_Sanz	1001	Roy_Moore	1
Flor_Montulo	1002	Juan_Pablo_Montoya	1
Francisco_Garcia	1001	Marsha_Sharp	1
Francois_Ozon	1001	Makiya_Ali_Hassan	1
Frank_Coraci	1001	Tomoko_Hagiwara	2
Frank_Van_Ecke	1001	Tsutomu_Takebe	1
Fred_Thompson	1002	Helen_Alvare	1
Fred_Thompson	1002	Sterling_Hitchcock	1
Fred_Thompson	1003	Magda_Kertasz	1
Garry_Trudeau	1001	Pat_Riley	1
Garry_Witherall	1001	Howard_Stern	1
Garry_Witherall	1001	Ingrid_Betancourt	1
Garry_Witherall	1001	Martin_Keown	1
Gary_Gero	1001	Kim_Hong-gul	1
Gary_Gero	1001	Phil_Gramm	1
Gavin_Degraw	1001	Jeffrey_Archer	1
Gene_Robinson	1003	Martha_Bowen	2
Georgia_Giddings	1001	Mahima_Chaudhari	1
Geovani_Lapentti	1001	Rodney_Rempt	1
Geovani_Lapentti	1001	Sam_Brownback	1
Gerard_de_Cortanze	1001	Mark_Wahlberg	1
Gian_Marco	1002	Kevin_Stallings	2
Giancarlo_Fisichella	1001	Maria_Callas	1
Gideon_Yago	1001	Natalie_Williams	1
Gideon_Yago	1001	Paul_William_Hurley	1
Glenn_Plummer	1001	Maria_Garcia	1
Grant_Hackett	1001	Todd_Robbins	1
Grant_Hackett	1003	Milo_Djukanovic	3
Gray_Davis	1026	Karen_Lynn_Gorney	1
Gregg_Popovich	1003	Vernon_Forrest	1
Gregor_Gysi	1001	Tomoko_Hagiwara	1
Guy_Ritchie	1002	Herb_Dhaliwal	1
Guy_Ritchie	1002	William_Macy	1
Hamid_Efendi	1001	Jimmy_Carter	8
Hamzah_Haz	1002	Hilary_McKay	1
Harald_Ringstorff	1001	Pat_Riley	1
Harald_Ringstorff	1001	Romano_Prodi	6
Heather_Chinnock	1001	Jean-Francois_Lemounier	1
Helen_Alvare	1001	Milo_Djukanovic	1
Henry_Castellanos	1001	Pamela_Anderson	4
Henry_Castellanos	1001	Tommy_Shane_Steiner	1
Herb_Dhaliwal	1001	Hung_Wan-ting	1
Hilary_McKay	1001	Kevin_Millwood	1
Howard_Stern	1001	Maria_Callas	1
Hugo_Chavez	1033	Karen_Lynn_Gorney	1
Hugo_Chavez	1060	Steve_Shiver	1
Imam_Samudra	1001	Ivana_Trump	1
Imelda_Marcos	1001	Patty_Schnyder	4
Jack_Smith	1001	Mary_Jo_Myers	1
James_Caan	1002	Paul_Sarbanes	2
James_Comey	1001	Juan_Carlos_Morales	1
James_Comey	1001	Paul_William_Hurley	1
Jamling_Norgay	1001	Zico	2
Jan_Pronk	1001	Kim_Dong-hwa	1
Janez_Drnovsek	1001	Sterling_Hitchcock	1
Janica_Kostelic	1002	Yasushi_Akashi	1
Janice_Abreu	1001	Kevin_Sorbo	1
Jeffrey_Ashby	1001	Michael_Dell	1
Jennifer_Garner	1006	Mike_Duke	1
Jennifer_Renee_Short	1001	Taylor_Twellman	1
Jerry_Seinfeld	1001	Tim_Blake_Nelson	1
Jerry_Tarkanian	1001	Thomas_Rupprath	1
Jessica_Lange	1002	Sedigh_Barmak	1
Jim_Freudenberg	1001	Nigel_Redden	1
Jim_Freudenberg	1001	Tina_Pisnik	1
Jim_Haslett	1001	Tsutomu_Takebe	1
Jim_Otto	1001	Rafiq_Hariri	1
Jimmy_Gurule	1001	Terry_McAuliffe	1
Jodie_Foster	1003	Joe_Pantoliano	1
John_Herrington	1001	Luis_Ernesto_Derbez_Bautista	2
John_Richardson	1001	Yasushi_Akashi	1
John_Snow	1017	Se_Hyuk_Joo	1
Jonathan_Arden	1001	Joseph_Ralston	1
Jorge_Castaneda	1001	Robert_Fico	1
Jose_Rosado	1001	Micky_Arison	1
Joseph_Blatter	1001	Ronald_Kadish	1
Joseph_Ralston	1002	Juan_Pablo_Montoya	5
Joseph_Ralston	1002	Yoshiyuki_Kamei	1
Juliette_Binoche	1001	Matthew_Broderick	3
Julio_De_Brun	1001	Patty_Schnyder	1
Julio_De_Brun	1001	Vernon_Forrest	1
Justin_Guarini	1002	Prince_Edward	1
Kate_Winslet	1002	Mike_Duke	1
Katie_Wagner	1001	Stan_Kroenke	1
Keith_Lowen	1001	Robert_Evans	2
Keith_Lowen	1001	Silvia_Farina_Elia	2
Ken_Loach	1001	Taku_Yamasaki	1
Kevin_Crane	1001	Mike_Krzyzewski	2
Kevin_Millwood	1001	Mitchell_Crooks	1
Kim_Clijsters	1004	Martin_Short	1
Kim_Hong-gul	1001	Milo_Djukanovic	3
Kim_Jong-Il	1003	Rick_Reed	1
Lance_Armstrong	1009	Maria_Garcia	1
Laurent_Jalabert	1002	Vincent_Gallo	1
Leon_LaPorte	1001	Ted_Williams	1
Leon_LaPorte	1001	Tommy_Thompson	5
Leonardo_Fernandez	1001	Romano_Prodi	7
Leticia_Dolera	1001	Tom_Glavine	1
Lorraine_Bracco	1001	Momcilo_Perisic	1
Luis_Ernesto_Derbez_Bautista	1001	Tyra_Banks	1
Maria_Burks	1001	Todd_Parrott	1
Mario_Lemieux	1001	Stan_Kroenke	1
Mark_Everson	1001	Martin_Sheen	2
Marquier_Montano_Contreras	1001	SJ_Twu	1
Marsha_Sharp	1001	Steve_Shiver	1
Martin_Cauchon	1002	Vitali_Klitschko	3
Martin_Hoellwarth	1002	Mary_Katherine_Smart	1
Martina_Hingis	1001	Terry_McAuliffe	2
Melina_Kanakaredes	1001	Ornella_Muti	1
Michael_Dell	1001	Mike_Duke	1
Michael_Dell	1001	Nigel_Redden	1
Michael_Richards	1001	Silvia_Farina_Elia	3
Milan_Kucan	1001	Salman_Khan	1
Nancy_Kerrigan	1001	Sam_Brownback	1
Naomi_Campbell	1001	Tom_Ridge	16
Nina_Jacobson	1001	Portia_de_Rossi	1
Noah_Wyle	1003	Robbie_Coltrane	1
Nora_Bendijo	1001	William_Martin	2
Nursultan_Nazarbayev	1001	Robert_Bonner	1
Pascal_Affi_Nguessan	1001	Tom_Moss	1
Pat_Summitt	1001	Paul_Celluci	1
Patty_Schnyder	1003	Pernilla_Bjorn	1
Patty_Schnyder	1003	Prince_Philippe	1
Patty_Schnyder	1004	Ricardo_Lagos	25
Pervez_Musharraf	1003	Richard_Rodriguez	1
Phil_Gramm	1002	Stefan_Tafrov	1
Rachel_Kempson	1001	Zorica_Radovic	1
Rachel_Roy	1001	Steve_Shiver	1
Richard_Fine	1001	Richard_Rodriguez	1
Rick_Reed	1001	Ruth_Bader_Ginsburg	1
Robbie_Naish	1001	Zhong_Nanshan	1
Robert_Bonner	1002	Vincent_Brooks	2
Robert_Downey_Jr	1001	Tommy_Shane_Steiner	1
Robert_Evans	1001	Todd_Robbins	1
Romeo_Gigli	1001	Tom_Harkin	4
Saeb_Erekat	1001	Tom_Coverdale	2
Se_Hyuk_Joo	1001	Tom_Rouen	1
Sergio_Garcia	1002	Thomas_Watjen	1
Simon_Yam	1001	Terry_McAuliffe	3
Simon_Yam	1001	Tommy_Haas	5
Stan_Kroenke	1001	William_Hyde	1
Steve_Ballmer	1001	Tina_Pisnik	1
Steve_Ballmer	1002	Vincent_Gallo	3
Steve_Shiver	1001	Thomas_Rupprath	3
Tina_Fey	1001	Todd_Parrott	1
Abdullah_Gul	1001	6
Abdullah_Gul	1001	8
Abdullah_Gul	1007	14
Abdullah_Gul	1009	12
Abdullah_Gul	1009	15
Adolfo_Rodriguez_Saa	1001	2
Adrien_Brody	1002	3
Adrien_Brody	1002	12
Adrien_Brody	1005	10
Adrien_Brody	1007	8
Al_Sharpton	1001	4
Al_Sharpton	1002	4
Al_Sharpton	1002	7
Al_Sharpton	1003	4
Alexandra_Stevenson	1001	2
Alexandra_Stevenson	1001	3
Alexandra_Vodjanikova	1001	2
Alicia_Silverstone	1001	2
Ana_Palacio	1003	7
Ana_Palacio	1006	8
Andre_Agassi	1001	5
Andre_Agassi	1002	16
Andre_Agassi	1004	33
Andre_Agassi	1009	25
Andre_Agassi	1017	25
Anna_Kournikova	1002	3
Anna_Kournikova	1002	12
Anna_Kournikova	1003	8
Anna_Kournikova	1007	8
Anna_Kournikova	1007	11
Annette_Lu	1001	2
Arnold_Palmer	1001	3
Arnold_Palmer	1002	3
Aron_Ralston	1001	2
Arturo_Gatti	1002	3
Bashar_Assad	1001	3
Bashar_Assad	1002	4
Bernardo_Segura	1001	2
Bill_Gates	1003	16
Bill_Gates	1007	15
Bill_Gates	1011	13
Bill_Gates	1013	17
Bo_Pelini	1001	2
Bob_Stoops	1002	4
Bob_Stoops	1002	5
Bobby_Robson	1001	2
Bode_Miller	1001	2
Caroline_Kennedy	1001	3
Caroline_Kennedy	1002	3
Catherine_Zeta-Jones	1001	11
Catherine_Zeta-Jones	1004	9
Celso_Amorim	1001	2
Chan_Gailey	1001	2
Chanda_Rubin	1002	5
Chanda_Rubin	1004	5
Charles_Bronson	1001	2
Charles_Kartman	1001	2
Charles_Schumer	1001	2
Chris_Rock	1001	2
Christine_Baumgartner	1001	2
Christine_Baumgartner	1002	4
Colin_Farrell	1001	7
Colin_Farrell	1002	7
Colin_Farrell	1003	6
Colin_Farrell	1004	8
Dalai_Lama	1001	2
Daniel_Radcliffe	1001	4
Daryl_Hannah	1001	2
David_Anderson	1001	2
David_Anderson	1001	3
David_Beckham	1001	15
David_Beckham	1009	16
David_Beckham	1011	29
David_Beckham	1013	29
David_Beckham	1015	24
David_Beckham	1020	27
David_Beckham	1027	31
Denzel_Washington	1002	4
Denzel_Washington	1003	5
Dianne_Feinstein	1001	2
Dianne_Feinstein	1001	3
Dianne_Feinstein	1002	3
Dick_Clark	1001	2
Dick_Clark	1001	3
Donald_Fehr	1001	3
Donald_Fehr	1001	4
Donald_Fehr	1002	3
Donald_Fehr	1003	4
Dwayne_Johnson	1001	2
Ed_Rosenthal	1001	2
Erik_Morales	1001	2
Erik_Morales	1002	3
Evan_Rachel_Wood	1002	3
Evander_Holyfield	1001	2
Eve_Pelletier	1001	2
Farouk_al-Sharaa	1001	2
Farouk_al-Sharaa	1001	3
Farouk_al-Sharaa	1002	3
Frank_Cassell	1001	2
Frank_Cassell	1001	3
Fujio_Cho	1001	4
Fujio_Cho	1002	5
Fujio_Cho	1003	5
Fujio_Cho	1004	6
Fujio_Cho	1005	6
Gao_Qiang	1001	2
Geoff_Hoon	1001	2
Geoff_Hoon	1003	4
Geoff_Hoon	1004	5
George_Brumley	1001	2
George_Papandreou	1001	2
George_Papandreou	1001	3
George_Papandreou	1001	4
George_Papandreou	1003	4
Gloria_Allred	1001	2
Greg_Ostertag	1001	2
Greg_Owen	1001	2
Hanan_Ashrawi	1001	2
Harry_Kalas	1001	2
Hayley_Tullett	1001	2
Howard_Dean	1001	3
Howard_Dean	1001	7
Howard_Dean	1002	8
Howard_Dean	1004	5
Howard_Dean	1005	12
Hu_Jintao	1004	14
Hu_Jintao	1005	12
Hu_Jintao	1005	15
Hu_Jintao	1011	13
Ian_McKellen	1001	3
Ibrahim_Jaafari	1001	2
Isabella_Rossellini	1001	3
Ishaq_Shahryar	1001	2
Ismail_Merchant	1001	2
Jacques_Chirac	1002	43
Jacques_Chirac	1019	28
James_Cameron	1001	3
James_McGreevey	1001	3
James_McGreevey	1001	4
Jason_Alexander	1001	2
Jason_Kidd	1002	8
Jason_Kidd	1003	8
