10	300
Joseph_Ralston	1001	1002
Juan_Pablo_Montoya	1001	1008
Juan_Pablo_Montoya	1002	1004
Juan_Pablo_Montoya	1004	1005
Julianna_Margulies	1001	1002
Justin_Guarini	1001	1002
Justin_Guarini	1002	1003
Justine_Henin	1002	1003
Kate_Winslet	1001	1002
Kate_Winslet	1001	1004
Kate_Winslet	1002	1003
Kate_Winslet	1002	1004
Kathy_Winters	1001	1002
Kelvin_Sampson	1001	1002
Kevin_Stallings	1001	1002
Kim_Jong-Il	1002	1003
Kristin_Davis	1001	1002
Kristin_Davis	1002	1003
Lance_Armstrong	1001	1017
Lance_Armstrong	1005	1010
Lance_Armstrong	1007	1011
Lance_Armstrong	1010	1018
Lance_Armstrong	1014	1017
Laurent_Jalabert	1001	1002
Lindsey_Graham	1001	1002
Lisa_Gottsegen	1001	1002
Lleyton_Hewitt	1001	1013
Lleyton_Hewitt	1016	1027
Lleyton_Hewitt	1018	1037
Lleyton_Hewitt	1024	1036
Luis_Ernesto_Derbez_Bautista	1003	1006
Mario_Dumont	1001	1002
Mark_Wahlberg	1001	1003
Mark_Wahlberg	1002	1003
Mark_Wahlberg	1002	1004
Marlene_Weingartner	1001	1002
Martha_Bowen	1001	1002
Martin_Cauchon	1001	1002
Martin_Hoellwarth	1001	1002
Martin_Sheen	1001	1002
Matthew_Broderick	1001	1004
Matthew_Broderick	1002	1003
Mike_Krzyzewski	1001	1006
Mikhail_Gorbachev	1001	1002
Monica_Bellucci	1001	1004
Monica_Bellucci	1002	1004
Naomi_Campbell	1001	1002
Nestor_Kirchner	1003	1030
Nestor_Kirchner	1012	1021
Nestor_Kirchner	1017	1025
Nicolas_Lapentti	1001	1002
Noah_Wyle	1002	1003
Nora_Bendijo	1001	1002
Nursultan_Nazarbayev	1001	1002
Pamela_Anderson	1001	1002
Pamela_Anderson	1001	1005
Patricia_Heaton	1001	1002
Patty_Schnyder	1001	1002
Patty_Schnyder	1002	1003
Patty_Schnyder	1002	1004
Patty_Schnyder	1003	1004
Paul_Bremer	1006	1017
Paul_Bremer	1007	1010
Paul_Bremer	1009	1015
Paul_Bremer	1014	1016
Paul_Sarbanes	1001	1003
Paul_Sarbanes	1002	1003
Paul_William_Hurley	1001	1002
Pervez_Musharraf	1001	1006
Pervez_Musharraf	1002	1016
Pervez_Musharraf	1003	1010
Pervez_Musharraf	1004	1014
Pervez_Musharraf	1005	1007
Pervez_Musharraf	1005	1015
Phil_Gramm	1001	1002
Prince_Edward	1001	1002
Ricardo_Lagos	1003	1012
Ricardo_Lagos	1023	1027
Ricardo_Monasterio	1001	1002
Rich_Gannon	1001	1002
Rick_Perry	1001	1004
Rick_Perry	1001	1005
Rick_Perry	1002	1004
Rick_Perry	1003	1004
Robert_Bonner	1002	1003
Robert_Evans	1002	1003
Robert_Fico	1001	1002
Romano_Prodi	1003	1005
Roy_Moore	1002	1005
Roy_Moore	1003	1006
Sachiko_Yamada	1001	1002
Sachiko_Yamada	1001	1004
Sachiko_Yamada	1002	1003
Sachiko_Yamada	1002	1004
Saeb_Erekat	1001	1002
Sam_Bith	1001	1002
Sam_Bith	1001	1003
Sam_Bith	1002	1003
Sean_Hayes	1001	1002
Sergio_Garcia	1001	1002
Silvia_Farina_Elia	1001	1002
Steve_Ballmer	1001	1002
Steve_Ballmer	1001	1003
Stockard_Channing	1001	1003
Stockard_Channing	1002	1003
Terry_McAuliffe	1001	1002
Terry_McAuliffe	1001	1003
Thomas_Rupprath	1001	1003
Thomas_Rupprath	1002	1003
Tom_Ridge	1006	1016
Tom_Ridge	1008	1025
Tom_Ridge	1009	1026
Tom_Ridge	1018	1022
Tommy_Haas	1004	1005
Tommy_Thompson	1001	1002
Tommy_Thompson	1001	1007
Tommy_Thompson	1002	1008
Tommy_Thompson	1004	1008
Tommy_Thompson	1006	1009
Tomoko_Hagiwara	1001	1002
Trent_Lott	1001	1002
Trent_Lott	1002	1003
Trent_Lott	1002	1008
Trent_Lott	1006	1011
Trent_Lott	1007	1010
Trent_Lott	1008	1016
Tsutomu_Takebe	1001	1002
Tyler_Hamilton	1001	1002
Tyra_Banks	1001	1002
Vaclav_Havel	1002	1004
Vaclav_Havel	1002	1005
Vaclav_Havel	1002	1006
Vaclav_Havel	1004	1009
Vaclav_Havel	1005	1007
Valerie_Harper	1001	1002
Vince_Carter	1003	1004
Vincent_Brooks	1002	1003
Vincent_Brooks	1002	1007
Vincent_Brooks	1004	1005
Vincent_Brooks	1004	1007
Vincent_Gallo	1001	1002
Vitali_Klitschko	1001	1002
Vitali_Klitschko	1003	1004
William_Macy	1001	1004
William_Macy	1002	1004
William_Macy	1003	1004
Woody_Allen	1002	1004
Woody_Allen	1003	1005
Yukiko_Okudo	1001	1002
Zico	1001	1002
Zico	1002	1003
Abdel_Madi_Shabneh	1001	Dean_Barker	1001
Abdel_Madi_Shabneh	1001	Giancarlo_Fisichella	1001
Abdel_Madi_Shabneh	1001	Mikhail_Gorbachev	1001
Abdul_Rahman	1001	Portia_de_Rossi	1001
Abel_Pacheco	1001	Jong_Thae_Hwa	1002
Abel_Pacheco	1002	Jean-Francois_Lemounier	1001
Afton_Smith	1001	Dwayne_Wade	1001
Ahmad_Jbarah	1001	James_Comey	1001
Akhmed_Zakayev	1002	Donna_Morrissey	1001
Alan_Dershowitz	1001	Bertrand_Bonello	1001
Alanis_Morissette	1001	Martin_Cauchon	1001
Alexander_Lukashenko	1001	Heather_Chinnock	1001
Alfonso_Cuaron	1001	Jason_Priestley	1001
Alfonso_Cuaron	1001	Patty_Schnyder	1002
Alfonso_Soriano	1001	Bill_Nelson	1002
Alfonso_Soriano	1001	Julio_De_Brun	1001
Alfonso_Soriano	1001	Patty_Schnyder	1003
Alonzo_Mourning	1001	Cecilia_Cheung	1001
Amber_Tamblyn	1002	Benjamin_Netanyahu	1001
Amporn_Falise	1001	Joe_Pantoliano	1001
Anders_Fogh_Rasmussen	1002	Johnson_Panjaitan	1002
Andre_Bucher	1001	Joseph_Ralston	1001
Andre_Bucher	1001	Maria_Garcia	1001
Andrew_Gilligan	1001	Henry_Castellanos	1001
Andrew_Shutley	1001	Edmund_Stoiber	1005
Andrew_Shutley	1001	Mitchell_Swartz	1001
Andrew_Shutley	1001	Saeb_Erekat	1002
Andy_Dick	1001	Simon_Yam	1001
Andy_Griffith	1001	Osrat_Iosef	1001
Andy_Wisecarver	1001	Dimitar_Berbatov	1001
Angela_Lansbury	1001	Steven_Van_Zandt	1001
Angela_Lansbury	1002	John_Coomber	1001
Ann_Veneman	1006	Sergio_Garcia	1002
Ann_Veneman	1008	Ted_Williams	1001
Annie-Jeanne_Reynaud	1001	SJ_Twu	1001
Anthony_Carter	1001	Eliza_Dushku	1001
Antonio_Cassano	1001	Paul_Celluci	1001
Anwar_Ibrahim	1001	David_Alpay	1001
Armand_Sargen	1001	Daryl_Sabara	1001
Armand_Sargen	1001	Kelvin_Sampson	1003
Armand_Sargen	1001	Lisa_Gottsegen	1002
Atom_Egoyan	1001	Bill_Stapleton	1001
Atom_Egoyan	1001	Janis_Ruth_Coulter	1001
Barbara_Brezigar	1002	Doris_Roberts	1002
Barbara_Felt-Miller	1001	Leticia_Dolera	1001
Bart_Freundlich	1001	Ernie_Grunfeld	1001
Bart_Freundlich	1001	Kirsten_Gilham	1001
Benjamin_Martinez	1001	Garry_McCoy	1001
Benjamin_Netanyahu	1001	Maria_Callas	1001
Benjamin_Netanyahu	1005	Frank_Beamer	1001
Bernard_Law	1001	Liu_Xiaoqing	1001
Bernard_Law	1003	Valerie_Harper	1002
Bertrand_Bonello	1001	Jong_Thae_Hwa	1002
Bill_Bradley	1001	Chen_Tsai-chin	1001
Bill_Bradley	1001	Helen_Alvare	1001
Bill_Elliott	1001	Mary_Anne_Souza	1001
Bill_Frist	1005	Jimmy_Kimmel	1002
Bill_Maher	1001	Brad_Russ	1001
Bill_Maher	1001	Juliette_Binoche	1001
Bill_Nelson	1001	Kim_Jong-Il	1003
Bill_Nelson	1002	Gillian_Anderson	1001
Bill_Stapleton	1001	Sedigh_Barmak	1001
Bill_Stapleton	1001	Valerie_Harper	1001
Billy_Bob_Thornton	1001	Herb_Dhaliwal	1001
Billy_Bob_Thornton	1001	Nong_Duc_Manh	1001
Bob_Alper	1001	Kevin_Millwood	1001
Bob_Graham	1002	Dwayne_Wade	1001
Bob_Petrino	1001	Geraldine_Chaplin	1004
Bob_Petrino	1001	Jorge_Castaneda	1001
Boris_Becker	1004	Julianna_Margulies	1002
Brad_Russ	1001	Hana_Urushima	1001
Brad_Russ	1001	Romeo_Gigli	1001
Brawley_King	1001	Tom_Glavine	1002
Brian_Griese	1002	Jeffrey_Archer	1002
Brian_Griese	1002	Laura_Elena_Harring	1001
Brian_Griese	1002	Nicolas_Lapentti	1002
Bryan_Adams	1001	Michael_Kors	1001
Bryan_Adams	1001	Mohamed_Seineldin	1001
Calbert_Cheaney	1001	Ian_Smith	1001
Calbert_Cheaney	1001	Robert_Downey_Jr	1001
Carl_Reiner	1001	Hamid_Efendi	1001
Carl_Reiner	1002	John_Engler	1001
Carl_Reiner	1002	Prince_Rainier_III	1001
Carl_Reiner	1002	Tom_Glavine	1002
Carlo_Azeglio_Ciampi	1001	Francis_Ford_Coppola	1001
Carlos_Arroyo	1001	Shane_Phillips	1001
Carlos_Paternina	1001	Emily_Stevens	1001
Carlos_Paternina	1001	Paul_Sarbanes	1001
Casey_Mears	1001	Mike_Davis	1001
Casey_Mears	1001	Yukiko_Okudo	1001
Cathy_Freeman	1002	William_Martin	1002
Cecilia_Cheung	1001	Daryl_Parks	1001
Cecilia_Cheung	1001	Pascal_Affi_Nguessan	1001
Chen_Tsai-chin	1001	Dereck_Whittenburg	1001
Chen_Tsai-chin	1001	Mamdouh_Habib	1001
Cho_Myung-kyun	1001	David_Bell	1001
Cho_Myung-kyun	1001	Fernando_Sanz	1001
Cho_Myung-kyun	1001	Georgia_Giddings	1001
Cho_Myung-kyun	1001	Richard_Fine	1001
Choi_Yun-yong	1001	Chuck_Eidson	1001
Chris_Dodd	1001	Taylor_Twellman	1001
Chris_Swecker	1001	Tom_Vilsack	1001
Christian_Lacroix	1001	Laura_Elena_Harring	1001
Christian_Lacroix	1001	Ornella_Muti	1001
Chuck_Eidson	1001	Sigourney_Weaver	1001
Clare_Short	1004	Don_Carcieri	1001
Coco_dEste	1001	Darvis_Patton	1001
Coco_dEste	1001	Melina_Kanakaredes	1001
Coco_dEste	1001	Tom_Rouen	1001
Coleen_Rowley	1001	Nong_Duc_Manh	1001
Corinne_Coman	1002	Frank_Beamer	1001
Dale_Earnhardt_Jr	1001	Nick_Reilly	1001
Dario_Franchitti	1001	Henry_Castellanos	1001
Darren_Campel	1001	Hilary_McKay	1001
Darvis_Patton	1001	Gerard_Tronche	1001
Darvis_Patton	1001	William_Macy	1004
Daryl_Parks	1001	Guus_Hiddink	1001
Daryl_Sabara	1001	Nick_Reilly	1001
Daryl_Sabara	1001	Valentina_Tereshkova	1001
Dave_Johnson	1001	Howard_Stern	1001
Dave_Tucker	1001	Gary_Gitnick	1001
David_Collenette	1001	Salman_Khan	1001
David_Westerfield	1001	Stan_Kroenke	1001
Dean_Jacek	1001	Larry_Wilmore	1001
Demi_Moore	1002	Fred_Thompson	1001
Demi_Moore	1002	Linus_Roache	1001
Dereck_Whittenburg	1001	Lindsey_Graham	1002
Dianne_Reeves	1001	Larry_Wilmore	1001
Dianne_Reeves	1001	Romeo_Gigli	1001
Don_Carcieri	1001	Janica_Kostelic	1001
Dora_Bakoyianni	1001	Richard_Sambrook	1002
Dora_Bakoyianni	1001	Saeb_Erekat	1002
Doris_Roberts	1001	Nong_Duc_Manh	1001
Doug_Wilson	1001	Szu_Yu_Chen	1001
Douglas_Gansler	1001	Martin_Brooke	1001
Douglas_Gansler	1001	Ronald_Kadish	1001
Dwayne_Wade	1001	Mike_Farrar	1001
Edward_Arsenault	1001	Jim_Hardin	1001
Einars_Repse	1001	Minnie_Mendoza	1001
Einars_Repse	1001	Tim_Blake_Nelson	1001
Elinor_Caplan	1001	Hilary_McKay	1001
Eliza_Dushku	1001	George_Lucas	1001
Eliza_Dushku	1001	Itzhak_Perlman	1001
Emily_Stevens	1001	Janez_Drnovsek	1001
Emmanuelle_Beart	1002	Phil_Jackson	1001
Eric_Daze	1001	Sterling_Hitchcock	1001
Erika_Christensen	1002	Michael_Dell	1001
Erika_Christensen	1002	Woody_Allen	1002
Eriko_Tamura	1001	Georgia_Giddings	1001
Ernie_Grunfeld	1001	Frank_Coraci	1001
Eugene_Melnyk	1001	Mahima_Chaudhari	1001
Fatma_Kusibeh	1001	Lee_Baca	1001
Federico_Trillo	1001	Jonathan_Woodgate	1001
Fernando_Alonso	1001	Sam_Brownback	1001
Fernando_Sanz	1001	Miranda_Otto	1001
Fernando_Sanz	1001	Roy_Moore	1001
Flor_Montulo	1002	Juan_Pablo_Montoya	1001
Francisco_Garcia	1001	Marsha_Sharp	1001
Francois_Ozon	1001	Makiya_Ali_Hassan	1001
Frank_Coraci	1001	Tomoko_Hagiwara	1002
Frank_Van_Ecke	1001	Tsutomu_Takebe	1001
Fred_Thompson	1002	Helen_Alvare	1001
Fred_Thompson	1002	Sterling_Hitchcock	1001
Fred_Thompson	1003	Magda_Kertasz	1001
Garry_Trudeau	1001	Pat_Riley	1001
Garry_Witherall	1001	Howard_Stern	1001
Garry_Witherall	1001	Ingrid_Betancourt	1001
Garry_Witherall	1001	Martin_Keown	1001
Gary_Gero	1001	Kim_Hong-gul	1001
Gary_Gero	1001	Phil_Gramm	1001
Gavin_Degraw	1001	Jeffrey_Archer	1001
Gene_Robinson	1003	Martha_Bowen	1002
Georgia_Giddings	1001	Mahima_Chaudhari	1001
Geovani_Lapentti	1001	Rodney_Rempt	1001
Geovani_Lapentti	1001	Sam_Brownback	1001
Gerard_de_Cortanze	1001	Mark_Wahlberg	1001
Gian_Marco	1002	Kevin_Stallings	1002
Giancarlo_Fisichella	1001	Maria_Callas	1001
Gideon_Yago	1001	Natalie_Williams	1001
Gideon_Yago	1001	Paul_William_Hurley	1001
Glenn_Plummer	1001	Maria_Garcia	1001
Grant_Hackett	1001	Todd_Robbins	1001
Grant_Hackett	1003	Milo_Djukanovic	1003
Gray_Davis	1026	Karen_Lynn_Gorney	1001
Gregg_Popovich	1003	Vernon_Forrest	1001
Gregor_Gysi	1001	Tomoko_Hagiwara	1001
Guy_Ritchie	1002	Herb_Dhaliwal	1001
Guy_Ritchie	1002	William_Macy	1001
Hamid_Efendi	1001	Jimmy_Carter	1008
Hamzah_Haz	1002	Hilary_McKay	1001
Harald_Ringstorff	1001	Pat_Riley	1001
Harald_Ringstorff	1001	Romano_Prodi	1006
Heather_Chinnock	1001	Jean-Francois_Lemounier	1001
Helen_Alvare	1001	Milo_Djukanovic	1001
Henry_Castellanos	1001	Pamela_Anderson	1004
Henry_Castellanos	1001	Tommy_Shane_Steiner	1001
Herb_Dhaliwal	1001	Hung_Wan-ting	1001
Hilary_McKay	1001	Kevin_Millwood	1001
Howard_Stern	1001	Maria_Callas	1001
Hugo_Chavez	1033	Karen_Lynn_Gorney	1001
Hugo_Chavez	1060	Steve_Shiver	1001
Imam_Samudra	1001	Ivana_Trump	1001
Imelda_Marcos	1001	Patty_Schnyder	1004
Jack_Smith	1001	Mary_Jo_Myers	1001
James_Caan	1002	Paul_Sarbanes	1002
James_Comey	1001	Juan_Carlos_Morales	1001
James_Comey	1001	Paul_William_Hurley	1001
Jamling_Norgay	1001	Zico	1002
Jan_Pronk	1001	Kim_Dong-hwa	1001
Janez_Drnovsek	1001	Sterling_Hitchcock	1001
Janica_Kostelic	1002	Yasushi_Akashi	1001
Janice_Abreu	1001	Kevin_Sorbo	1001
Jeffrey_Ashby	1001	Michael_Dell	1001
Jennifer_Garner	1006	Mike_Duke	1001
Jennifer_Renee_Short	1001	Taylor_Twellman	1001
Jerry_Seinfeld	1001	Tim_Blake_Nelson	1001
Jerry_Tarkanian	1001	Thomas_Rupprath	1001
Jessica_Lange	1002	Sedigh_Barmak	1001
Jim_Freudenberg	1001	Nigel_Redden	1001
Jim_Freudenberg	1001	Tina_Pisnik	1001
Jim_Haslett	1001	Tsutomu_Takebe	1001
Jim_Otto	1001	Rafiq_Hariri	1001
Jimmy_Gurule	1001	Terry_McAuliffe	1001
Jodie_Foster	1003	Joe_Pantoliano	1001
John_Herrington	1001	Luis_Ernesto_Derbez_Bautista	1002
John_Richardson	1001	Yasushi_Akashi	1001
John_Snow	1017	Se_Hyuk_Joo	1001
Jonathan_Arden	1001	Joseph_Ralston	1001
Jorge_Castaneda	1001	Robert_Fico	1001
Jose_Rosado	1001	Micky_Arison	1001
Joseph_Blatter	1001	Ronald_Kadish	1001
Joseph_Ralston	1002	Juan_Pablo_Montoya	1005
Joseph_Ralston	1002	Yoshiyuki_Kamei	1001
Juliette_Binoche	1001	Matthew_Broderick	1003
Julio_De_Brun	1001	Patty_Schnyder	1001
Julio_De_Brun	1001	Vernon_Forrest	1001
Justin_Guarini	1002	Prince_Edward	1001
Kate_Winslet	1002	Mike_Duke	1001
Katie_Wagner	1001	Stan_Kroenke	1001
Keith_Lowen	1001	Robert_Evans	1002
Keith_Lowen	1001	Silvia_Farina_Elia	1002
Ken_Loach	1001	Taku_Yamasaki	1001
Kevin_Crane	1001	Mike_Krzyzewski	1002
Kevin_Millwood	1001	Mitchell_Crooks	1001
Kim_Clijsters	1004	Martin_Short	1001
Kim_Hong-gul	1001	Milo_Djukanovic	1003
Kim_Jong-Il	1003	Rick_Reed	1001
Lance_Armstrong	1009	Maria_Garcia	1001
Laurent_Jalabert	1002	Vincent_Gallo	1001
Leon_LaPorte	1001	Ted_Williams	1001
Leon_LaPorte	1001	Tommy_Thompson	1005
Leonardo_Fernandez	1001	Romano_Prodi	1007
Leticia_Dolera	1001	Tom_Glavine	1001
Lorraine_Bracco	1001	Momcilo_Perisic	1001
Luis_Ernesto_Derbez_Bautista	1001	Tyra_Banks	1001
Maria_Burks	1001	Todd_Parrott	1001
Mario_Lemieux	1001	Stan_Kroenke	1001
Mark_Everson	1001	Martin_Sheen	1002
Marquier_Montano_Contreras	1001	SJ_Twu	1001
Marsha_Sharp	1001	Steve_Shiver	1001
Martin_Cauchon	1002	Vitali_Klitschko	1003
Martin_Hoellwarth	1002	Mary_Katherine_Smart	1001
Martina_Hingis	1001	Terry_McAuliffe	1002
Melina_Kanakaredes	1001	Ornella_Muti	1001
Michael_Dell	1001	Mike_Duke	1001
Michael_Dell	1001	Nigel_Redden	1001
Michael_Richards	1001	Silvia_Farina_Elia	1003
Milan_Kucan	1001	Salman_Khan	1001
Nancy_Kerrigan	1001	Sam_Brownback	1001
Naomi_Campbell	1001	Tom_Ridge	1016
Nina_Jacobson	1001	Portia_de_Rossi	1001
Noah_Wyle	1003	Robbie_Coltrane	1001
Nora_Bendijo	1001	William_Martin	1002
Nursultan_Nazarbayev	1001	Robert_Bonner	1001
Pascal_Affi_Nguessan	1001	Tom_Moss	1001
Pat_Summitt	1001	Paul_Celluci	1001
Patty_Schnyder	1003	Pernilla_Bjorn	1001
Patty_Schnyder	1003	Prince_Philippe	1001
Patty_Schnyder	1004	Ricardo_Lagos	1025
Pervez_Musharraf	1003	Richard_Rodriguez	1001
Phil_Gramm	1002	Stefan_Tafrov	1001
Rachel_Kempson	1001	Zorica_Radovic	1001
Rachel_Roy	1001	Steve_Shiver	1001
Richard_Fine	1001	Richard_Rodriguez	1001
Rick_Reed	1001	Ruth_Bader_Ginsburg	1001
Robbie_Naish	1001	Zhong_Nanshan	1001
Robert_Bonner	1002	Vincent_Brooks	1002
Robert_Downey_Jr	1001	Tommy_Shane_Steiner	1001
Robert_Evans	1001	Todd_Robbins	1001
Romeo_Gigli	1001	Tom_Harkin	1004
Saeb_Erekat	1001	Tom_Coverdale	1002
Se_Hyuk_Joo	1001	Tom_Rouen	1001
Sergio_Garcia	1002	Thomas_Watjen	1001
Simon_Yam	1001	Terry_McAuliffe	1003
Simon_Yam	1001	Tommy_Haas	1005
Stan_Kroenke	1001	William_Hyde	1001
Steve_Ballmer	1001	Tina_Pisnik	1001
Steve_Ballmer	1002	Vincent_Gallo	1003
Steve_Shiver	1001	Thomas_Rupprath	1003
Tina_Fey	1001	Todd_Parrott	1001
Abdullah_Gul	1001	1006
Abdullah_Gul	1001	1008
Abdullah_Gul	1007	1014
Abdullah_Gul	1009	1012
Abdullah_Gul	1009	1015
Adolfo_Rodriguez_Saa	1001	1002
Adrien_Brody	1002	1003
Adrien_Brody	1002	1012
Adrien_Brody	1005	1010
Adrien_Brody	1007	1008
Al_Sharpton	1001	1004
Al_Sharpton	1002	1004
Al_Sharpton	1002	1007
Al_Sharpton	1003	1004
Alexandra_Stevenson	1001	1002
Alexandra_Stevenson	1001	1003
Alexandra_Vodjanikova	1001	1002
Alicia_Silverstone	1001	1002
Ana_Palacio	1003	1007
Ana_Palacio	1006	1008
Andre_Agassi	1001	1005
Andre_Agassi	1002	1016
Andre_Agassi	1004	1033
Andre_Agassi	1009	1025
Andre_Agassi	1017	1025
Anna_Kournikova	1002	1003
Anna_Kournikova	1002	1012
Anna_Kournikova	1003	1008
Anna_Kournikova	1007	1008
Anna_Kournikova	1007	1011
Annette_Lu	1001	1002
Arnold_Palmer	1001	1003
Arnold_Palmer	1002	1003
Aron_Ralston	1001	1002
Arturo_Gatti	1002	1003
Bashar_Assad	1001	1003
Bashar_Assad	1002	1004
Bernardo_Segura	1001	1002
Bill_Gates	1003	1016
Bill_Gates	1007	1015
Bill_Gates	1011	1013
Bill_Gates	1013	1017
Bo_Pelini	1001	1002
Bob_Stoops	1002	1004
Bob_Stoops	1002	1005
Bobby_Robson	1001	1002
Bode_Miller	1001	1002
Caroline_Kennedy	1001	1003
Caroline_Kennedy	1002	1003
Catherine_Zeta-Jones	1001	1011
Catherine_Zeta-Jones	1004	1009
Celso_Amorim	1001	1002
Chan_Gailey	1001	1002
Chanda_Rubin	1002	1005
Chanda_Rubin	1004	1005
Charles_Bronson	1001	1002
Charles_Kartman	1001	1002
Charles_Schumer	1001	1002
Chris_Rock	1001	1002
Christine_Baumgartner	1001	1002
Christine_Baumgartner	1002	1004
Colin_Farrell	1001	1007
Colin_Farrell	1002	1007
Colin_Farrell	1003	1006
Colin_Farrell	1004	1008
Dalai_Lama	1001	1002
Daniel_Radcliffe	1001	1004
Daryl_Hannah	1001	1002
David_Anderson	1001	1002
David_Anderson	1001	1003
David_Beckham	1001	1015
David_Beckham	1009	1016
David_Beckham	1011	1029
David_Beckham	1013	1029
David_Beckham	1015	1024
David_Beckham	1020	1027
David_Beckham	1027	1031
Denzel_Washington	1002	1004
Denzel_Washington	1003	1005
Dianne_Feinstein	1001	1002
Dianne_Feinstein	1001	1003
Dianne_Feinstein	1002	1003
Dick_Clark	1001	1002
Dick_Clark	1001	1003
Donald_Fehr	1001	1003
Donald_Fehr	1001	1004
Donald_Fehr	1002	1003
Donald_Fehr	1003	1004
Dwayne_Johnson	1001	1002
Ed_Rosenthal	1001	1002
Erik_Morales	1001	1002
Erik_Morales	1002	1003
Evan_Rachel_Wood	1002	1003
